road,way_id,seq,lat,lon,average_green
Malcolm Sargent Close,38336932,24,51.584968,-2.94259,0.369049
Parry Drive,38336989,24,51.587672,-2.95043,0.0085925
Henry Wood Close,38336992,24,51.586591,-2.949266,0.063955
Elgar Circle,38338198,24,51.589847,-2.94431,0.129423
Ladyhill Road,38338200,24,51.587246,-2.945281,0.0763965
Penkin Hill,38338202,24,51.586656,-2.94326,0.036832
John Ireland Close,38338204,24,51.587667,-2.942739,0.0732545
Walford Davies Drive,38338207,24,51.58886,-2.948182,0.0670035
High Cross Road,38866128,24,51.58766,-3.03895,0.1383255
Cefn Road,38866129,24,51.590751,-3.048181,0.3953915
Pilton Vale,38912654,24,51.613417,-2.996549,0.276273
Pillmawr Road,38912656,24,51.61084,-3.00376,0.235148
Heidenheim Drive,38912979,24,51.598045,-2.998612,0.017875
Malpas Road,38913116,24,51.599357,-3.001286,0.0028725
Cardiff Road,38969221,24,51.580892,-2.993869,0.16043
George Street,38969222,24,51.582669,-2.989968,0
Stow Hill,38995802,24,51.582824,-2.999614,0.140658
Stow Hill,38995804,24,51.585375,-2.99694,0.0059725
Lavender Way,39021916,24,51.594928,-3.075212,0.1703
Afon Mead,39022513,24,51.595103,-3.07327,0.1269435
Woodland Drive,39022644,24,51.598556,-3.068903,0.552048
Sandpiper Way,39022899,24,51.558652,-3.020078,0.264646
Sandpiper Way,39022900,24,51.559151,-3.022321,0.000112
Sandpiper Way,39022901,24,51.558959,-3.021211,0.2087365
Kestrel Way,39023171,24,51.562426,-3.021745,0.3238575
Swallow Way,39023281,24,51.563882,-3.021873,0.4817835
Charles Street,39025105,24,51.585761,-2.994851,0.1343395
Kingshill Court,39036052,24,51.582541,-2.996008,0.00012
Ruperra Lane,39086254,24,51.582349,-2.989221,0.0324425
South Market Street,39086259,24,51.580929,-2.98763,0.0840845
Ruperra Street,39086261,24,51.581664,-2.990348,0.0621495
Bolt Street,39086263,24,51.579599,-2.987749,0.0087035
Dolphin Street,39086264,24,51.580122,-2.988129,0.0086965
Stelvio Park Crescent,39086269,24,51.579736,-3.01265,0.187054
Burnfort Road,39086270,24,51.579507,-3.019161,0.156802
Stelvio Park Drive,39086273,24,51.579359,-3.015024,0.091627
Stelvio Park Avenue,39086274,24,51.580421,-3.013625,0.088192
Potter Street,39086553,24,51.577011,-2.985878,0.1493675
Clarence Street,39086554,24,51.576468,-2.987131,0.005056
King's Parade,39086555,24,51.577132,-2.984246,0.0105065
Temple Street,39086557,24,51.57685,-2.988353,0
Church Street,39086560,24,51.57507,-2.985257,0.088214
Castle Street,39086562,24,51.577171,-2.985245,0.002904
Alma Street,39086563,24,51.578879,-2.99539,0.306892
Alice Street,39086883,24,51.57288,-2.991359,0.0008445
Milman Street,39086885,24,51.572406,-2.99091,0.0042825
Coomassie Street,39087211,24,51.571935,-2.988031,0.3326365
Mill Parade,39087212,24,51.573131,-2.986958,0.0526805
James Street,39087214,24,51.574361,-2.988172,0.0042335
Wolseley Street,39087216,24,51.572037,-2.991373,0.083236
Charlotte Green,39087318,24,51.577677,-2.992234,0.321168
Maesglas Grove,39088296,24,51.566694,-3.014698,0.004369
St Brides Crescent,39088297,24,51.567773,-3.016068,0.3757545
St Brides Gardens,39088299,24,51.567539,-3.017211,0.129829
Park Drive,39088300,24,51.570152,-3.016689,0.0175025
Park Crescent,39088302,24,51.569712,-3.019552,0.2781935
Maesglas Avenue,39088303,24,51.569474,-3.012216,0.035795
Maesglas Crescent,39088304,24,51.567537,-3.014319,0.000244
Old Cardiff Road,39091894,24,51.569316,-3.016126,0.0150245
Gaer Vale,39091963,24,51.572565,-3.013733,0.160635
Gaer Vale,39091964,24,51.572002,-3.015068,0.4124195
Tregwilym Road,39211865,24,51.582596,-3.044743,0.3253525
Bassaleg Road,39212016,24,51.577449,-3.034778,0.6293945
Golden Mile View,39212022,24,51.57599,-3.033153,0.2111635
Allt-yr-yn Avenue,39212702,24,51.589474,-3.01859,0.703827
Mendalgief Road,39222951,24,51.574172,-2.995409,0.0768065
Leach Road,39223334,24,51.614506,-3.031782,0.459249
Langland Way,39228946,24,51.573697,-2.963685,0.40969
Pencarn Avenue,39247775,24,51.558031,-3.033649,0.430348
Lupin Grove,39249401,24,51.592943,-3.066402,0.0245395
Old Chepstow Road,39250884,24,51.604497,-2.903854,0.27521
Caernarvon Drive,39261474,24,51.579897,-3.065442,0.4413305
Caernarvon Drive,39261478,24,51.580495,-3.061713,0.282185
Christchurch Road,39273942,24,51.594236,-2.965958,0.0839915
Grosmont Way,39300234,24,51.551812,-3.025683,0.041783
Ruskin Avenue,39350567,24,51.595884,-3.050837,0.1207395
Liswerry Road,39734729,24,51.580811,-2.95593,0.1318615
Portland Street,39736171,24,51.576486,-2.981686,0.1052175
Greenmeadow Road,39752742,24,51.579525,-2.952677,0.135476
Nash Grove,39753254,24,51.579814,-2.954996,0.0973365
Broadmead Park,39753255,24,51.579952,-2.949018,0.3475355
Vale View,39905647,24,51.595571,-2.964364,0.388093
Worcester Crescent,39947226,24,51.601805,-2.967651,0.128312
Gaer Road,40106135,24,51.578786,-3.018741,0.18063
Viscount Evan Drive,40149426,24,51.562898,-3.012265,0.12145
Hillview Crescent,40268275,24,51.579114,-2.955014,0.0866075
Pontfaen Road,40268276,24,51.578913,-2.950591,0.0584375
Mulcaster Avenue,40268277,24,51.577693,-2.954231,0.036759
Eastmoor Road,40268278,24,51.580025,-2.951097,0.125709
Fosse Road,40268481,24,51.577688,-2.950493,0.072704
Malpas Road,40423123,24,51.602645,-3.006525,0.26573
Manor Park,40428587,24,51.5557,-3.012881,0.057106
Sir Charles Crescent,40428614,24,51.554906,-3.017665,0.160808
Brigantine Way,40428672,24,51.556213,-3.016953,0.035961
Schooner Circle,40428827,24,51.556893,-3.013997,0.027384
Mallard Way,40429119,24,51.5574,-3.019837,0.2201015
Partridge Way,40429445,24,51.564284,-3.01676,0.401542
Heron Way,40429448,24,51.560121,-3.013263,0.16969
Chaffinch Way,40429449,24,51.5611,-3.012959,0.000112
Chaffinch Way,40429451,24,51.56156,-3.015046,0.1102345
Cormorant Way,40429452,24,51.559138,-3.01624,0.227827
Maesglas Close,40429550,24,51.565756,-3.011036,0.0331345
St David's Crescent,40429675,24,51.570819,-3.017303,0.000112
Park Close,40429678,24,51.568804,-3.018624,0.2226915
Byron Road,40430146,24,51.577331,-3.013872,0.025823
Rupert Brooke Drive,40430148,24,51.575925,-3.013444,0.032273
Drinkwater Gardens,40430151,24,51.574461,-3.016545,0.1935815
Lyndhurst Avenue,40430158,24,51.574909,-3.010308,0.000112
Gaer Road,40430159,24,51.57599,-3.017035,0.185261
Lansdowne Road,40430160,24,51.574872,-3.015057,0.0893065
New Pastures,40430203,24,51.576795,-3.009585,0.100763
Stow Park Drive,40430218,24,51.58069,-3.0052,0.1596475
Blackett Avenue,40431941,24,51.614476,-3.010307,0.1036525
Edison Ridge,40431947,24,51.616373,-3.010731,0.2387255
Rutherford Hill,40432010,24,51.613808,-3.008763,0.0457835
Claremont,40433283,24,51.616925,-3.000122,0.0913195
Wavell Drive,40433289,24,51.618821,-3.007383,0.142001
Almond Drive,40433291,24,51.616589,-3.005542,0.1470105
Claremont,40433292,24,51.618323,-3.001036,0.137119
Robertson Way,40433293,24,51.619685,-3.005366,0.1542775
Alanbrooke Avenue,40433298,24,51.620911,-3.007859,0.3018505
Rowan Way,40433355,24,51.612836,-3.000973,0.321477
Larch Grove,40433387,24,51.614738,-3.004663,0.1506495
Laurel Crescent,40433388,24,51.612243,-3.002956,0.1326175
Birch Hill,40433402,24,51.613527,-3.004326,0.000112
Harding Avenue,40433441,24,51.617458,-3.00528,0.259347
Anderson Place,40433442,24,51.617935,-3.006266,0.100663
Penny Crescent,40433625,24,51.614869,-3.016152,0.268032
Darwin Drive,40433636,24,51.612177,-3.011996,0.1364135
Hollybush Avenue,40433638,24,51.609214,-3.008271,0.287269
Westfield Way,40433641,24,51.61032,-3.007619,0.080559
Graig Wood Close,40433647,24,51.606077,-3.005262,0.204011
Llanover Close,40433648,24,51.60595,-3.006677,0.30332
Pillmawr Circle,40433655,24,51.612075,-2.999314,0.1634105
Yewberry Lane,40433657,24,51.608957,-2.998931,0.1977245
Pilton Vale,40433664,24,51.612656,-2.99851,0.051183
Russell Drive,40434677,24,51.612538,-3.009989,0.032761
Bacon Place,40434678,24,51.616303,-3.009287,0.1847215
Hargreaves Drive,40434679,24,51.615582,-3.012096,0.0538345
Oliphant Circle,40434735,24,51.617584,-3.014845,0.059258
Thompson Avenue,40443428,24,51.581998,-2.957697,0.027572
Royston Crescent,40443429,24,51.582823,-2.954711,0.0932285
Churchward Drive,40443486,24,51.582835,-2.957544,0.0294375
Hampshire Avenue,40444030,24,51.57582,-2.95622,0.0261595
Dorset Crescent,40444032,24,51.576085,-2.95844,0.063889
Hampshire Crescent,40444034,24,51.576949,-2.958207,0.1180285
Caswell Way,40444755,24,51.569799,-2.965547,0.042391
Docks Way,40445031,24,51.569183,-3.001589,0.2415285
Usk Way,40450304,24,51.569896,-2.991237,0.0539565
Queensway,40476660,24,51.588691,-2.999297,0.078502
Moorland Park,40479440,24,51.581477,-2.949652,0.016979
Broadmead Park,40479443,24,51.5806,-2.945565,0.0324915
Traston Avenue,40482860,24,51.572615,-2.954996,0.084541
Central Avenue,40483221,24,51.577239,-2.945759,0.0766175
Silure Way,40500796,24,51.605321,-2.911697,0.224105
Rosecroft Drive,40500798,24,51.605348,-2.908511,0.1298765
Grenadier Drive,40500832,24,51.604239,-2.908241,0.169413
Blossom Close,40501334,24,51.602106,-2.915196,0.0717615
Blossom Close,40501335,24,51.602362,-2.916143,0.135089
Court Meadow,40501416,24,51.602846,-2.909635,0.2740565
Old Langstone Court Road,40501501,24,51.602573,-2.911879,0.000112
Howe Circle,40509556,24,51.597803,-2.932526,0.023019
Anson Green,40509569,24,51.597769,-2.933806,0.0490905
Sterndale Bennett Road,40510077,24,51.590933,-2.929825,0.4813375
Broadwood Close,40510312,24,51.588999,-2.932746,0.049097
Edward German Crescent,40510343,24,51.591517,-2.932826,0.070963
The Nurseries,40510606,24,51.604165,-2.901596,0.0945975
Esperanto Way,40547077,24,51.571256,-2.980392,0.000112
Fields Road,40550096,24,51.590209,-3.002541,0.0762735
Usk Way,40554923,24,51.570608,-2.98861,0.0431115
Mariner Way,40555050,24,51.568814,-2.975689,0.0816505
Broad Quay Road,40555052,24,51.568171,-2.976318,0.1737
Church Street,40555480,24,51.574942,-2.983976,0.0983325
Caerleon Road,40557215,24,51.603878,-2.976348,0.083696
Cardiff Road,40558756,24,51.579509,-2.996033,0.2568605
New Quay Road,40613693,24,51.567341,-2.97976,0.07703
Jamaica Circle,40619235,24,51.561362,-3.025715,0.103179
Alway Crescent,40623000,24,51.588066,-2.945303,0.0657975
Liswerry Road,40623002,24,51.58507,-2.949154,0.0278475
Schooner Avenue,40678284,24,51.556154,-3.011541,0.2655275
Argosy Way,40678662,24,51.580698,-2.977865,0.0729505
Heidenheim Drive,40813592,24,51.598267,-2.998434,0.0275845
Cardiff Road,40817929,24,51.573934,-3.010188,0.161814
Moorland Park,40845442,24,51.582799,-2.946084,0.4021715
St. Julian's Avenue,40853638,24,51.599664,-2.979058,0.1097915
Monnow Way,40959895,24,51.608599,-3.020794,0.0868395
Bassaleg Road,41109313,24,51.577757,-3.029847,0.468324
High Cross Drive,41173473,24,51.58615,-3.040311,0.119686
Tregarn Close,41711205,24,51.610364,-2.89052,0.5127335
Shepherd Drive,41711212,24,51.608758,-2.890609,0.7140005
Miller Close,41711215,24,51.608668,-2.888883,0.25912
Tregarn Road,41711285,24,51.613442,-2.883341,0.223401
St. Mary Street,41790734,24,51.585229,-2.999585,0.006908
Orchard Street,41903680,24,51.598772,-2.983371,0.015984
Francis Drive,41906109,24,51.5785,-2.990366,0.000112
Azalea Road,42064799,24,51.597294,-3.082591,0.459928
Bettws Lane,42083135,24,51.608161,-3.016501,0.361085
Capel Crescent,42101814,24,51.577774,-2.995956,0.20761
Celtic Way,42102738,24,51.554347,-3.038503,0.0391725
Spooner Close,42102919,24,51.556559,-3.043914,0.351128
Nash Road,42210755,24,51.572558,-2.954298,0.1007655
Spytty Lane,42210759,24,51.57547,-2.959118,0.3314295
St. Julian's Road,42421481,24,51.597913,-2.978219,0.0884315
The Coldra,43217563,24,51.598756,-2.934481,0.147527
Lysaght Way,43322113,24,51.575059,-2.970927,0.00012
Duffryn Lane,43326617,24,51.555344,-3.039688,0.048954
Portland Street,43684156,24,51.577495,-2.984205,0.0273195
The Coldra,44092997,24,51.59966,-2.932336,0.1421545
Christchurch Road,44774160,24,51.594104,-2.979524,0.11178
Usk Way,45022400,24,51.584391,-2.98825,0.041506
Kingsway,45022404,24,51.586995,-2.992364,0.2298745
Tunnel Terrace,45769420,24,51.587202,-3.002517,0.0763295
Lower Dock Street,45771000,24,51.582085,-2.987908,0
Maesglas Road,46832691,24,51.568679,-3.01233,0.005104
Lighthouse Road,46832853,24,51.564328,-3.016251,0.494055
Commercial Road,47625217,24,51.575791,-2.987515,0.016145
Velodrome Way,48502965,24,51.574302,-2.956552,0.002766
Stadium Way,48534083,24,51.574611,-2.960857,0.124054
Great Oaks Park,84658852,24,51.59618,-3.061204,0.1915775
Pontymason Lane,86614726,24,51.596696,-3.063885,0.178574
Bideford Road,87292108,24,51.570832,-3.011613,0.028202
Dickens Drive,87410903,24,51.575298,-3.020011,0.122803
Commercial Road,87932477,24,51.580124,-2.990664,0
Cromwell Road,88325873,24,51.582714,-2.971388,0.0014085
Treberth Avenue,88326477,24,51.595663,-2.937789,0.101682
Glebe Street,91764137,24,51.588795,-2.978746,0.007422
Ogmore Crescent,95120879,24,51.607917,-3.035948,0.0298365
Monnow Way,95120886,24,51.60906,-3.036125,0.0328975
Usk Way,98588407,24,51.569885,-2.990953,0.1563925
Malpas Road,107039076,24,51.602844,-3.007348,0.168279
Western Valley Road,110068354,24,51.582052,-3.04194,0.1252295
Dewstow Street,110522519,24,51.583254,-2.971101,0.1109755
Heidenheim Drive,117006032,24,51.60238,-2.99538,0.23297
Heidenheim Drive,117006035,24,51.602916,-2.995142,0.477628
Risca Road,119685368,24,51.583761,-3.01201,0.042836
Caerau Road,119686404,24,51.58563,-3.004885,0.1239015
Nash Road,122222854,24,51.568881,-2.952922,0.3985855
Vaughan Williams Drive,122543236,24,51.587824,-2.948133,0.352456
Wharf Road,122543243,24,51.58842,-2.979173,0.1196875
Tregwilym Road,123386067,24,51.582648,-3.047839,0.7287925
Malpas Road,124735129,24,51.609936,-3.00593,0.0591685
Morden Road,126348410,24,51.596578,-2.981987,0.0505725
Cwm Lane,130110486,24,51.590537,-3.040552,0.490741
Albany Street,141058626,24,51.599784,-2.994423,0.0067285
Caerleon Road,154934925,24,51.591734,-2.988609,0.160709
Glasllwch Crescent,189083184,24,51.58389,-3.031662,0.147583
Evans Street,222180931,24,51.595201,-2.994128,0.0834265
Cardiff Road,239706089,24,51.557899,-3.037498,0.0461915
Pencarn Way,240248655,24,51.557536,-3.027173,0.58528
Queensway Meadows,243491820,24,51.575176,-2.947676,0.469863
Monmouth Castle Drive,255042717,24,51.574586,-3.003948,0.00012
Abberley Hall Road,255042719,24,51.575821,-3.004208,0.00012
Ash Tree View,256436220,24,51.590169,-3.011404,0.00012
Buttermere Way,258883842,24,51.603387,-2.973308,0.08995
Risca Road,299229650,24,51.595781,-3.064453,0.000112
Chepstow Road,320006578,24,51.589412,-2.955964,0.172947
Chepstow Road,320006579,24,51.588197,-2.962283,0.0397715
Duffryn Drive,338101917,24,51.562703,-3.02416,0.5384945
Bishpool Lane,349540091,24,51.593899,-2.942155,0.2097105
Jubilee Way,362799487,24,51.585186,-3.058239,0.00012
Obama Grove,362799490,24,51.585561,-3.056643,0.2596875
Park Way,362799491,24,51.586392,-3.060284,0.00012
Viaduct Way,368347178,24,51.579593,-3.044634,0.2465565
Rhymney Way,368351913,24,51.579728,-3.047148,0.1625565
Corporation Road,368362178,24,51.579974,-2.970076,0.0578575
Court Crescent,369180243,24,51.573728,-3.04421,0.198307
East Usk Road,384232734,24,51.592854,-2.991346,0.0036205
East Way Road,434896480,24,51.567684,-2.987784,0.0468785
Western Avenue,2372923,25,51.581989,-3.034294,0.1712515
Spytty Road,4209081,25,51.577449,-2.947579,0.362518
Heidenheim Drive,4379535,25,51.593556,-2.997277,0.0623365
Spytty Road,4811058,25,51.575064,-2.956677,0.40787
Usk Way,4811059,25,51.575049,-2.982301,0.0238955
Spytty Road,4811094,25,51.575784,-2.952401,0.258209
Spytty Road,4811095,25,51.576107,-2.951787,0.144495
Chepstow Road,4811152,25,51.591046,-2.988032,0.0906945
The Coldra,4811153,25,51.599907,-2.931754,0.211172
Fields Road,4812100,25,51.587819,-3.009729,0.1049485
Fields Park Road,4812174,25,51.589224,-3.008692,0.000112
Edward VII Avenue,4812193,25,51.586401,-3.012762,0.2664445
Chepstow Road,5062054,25,51.5894,-2.975066,0.015608
Wharf Road,5086660,25,51.588378,-2.979063,0.1142115
Cardiff Road,5086661,25,51.577616,-3.002586,0.457399
Cardiff Road,5086671,25,51.573815,-3.010682,0.228397
Cardiff Road,5086676,25,51.579226,-2.996728,0.233748
George Street,5086677,25,51.582372,-2.990697,0
Cefn Road,6187446,25,51.593065,-3.053716,0.221732
Chartist Drive,6187542,25,51.58934,-3.050973,0.5556005
Corporation Road,7938136,25,51.567582,-2.969876,0.452214
Stephenson Street,7938151,25,51.5698,-2.971816,0.050963
Risca Road,7938482,25,51.584061,-3.025509,0.3444345
Malpas Road,8018432,25,51.619338,-3.010408,0.576262
Laurel Road,8025721,25,51.580074,-3.059756,0.3347595
Duffryn Way,8025739,25,51.558374,-3.017204,0.1661755
Morgan Way,8025741,25,51.555583,-3.017477,0.1449185
Tredegar House Drive,8025746,25,51.557585,-3.021025,0.189961
Somerton Road,8240245,25,51.586217,-2.96293,0.0462365
Malpas Road,23404701,25,51.607473,-3.008159,0.2125085
Magor Road,25060641,25,51.607564,-2.892095,0.210292
Docks Way,25696020,25,51.572431,-2.994334,0.220813
Greenwich Road,25696022,25,51.570111,-3.004567,0.102001
Cats Ash Road,26258569,25,51.605577,-2.910686,0.5729015
Old Roman Road,26306517,25,51.613118,-2.8889,0.9379135
Pentre-tai Road,26689238,25,51.581947,-3.068727,0.063843
Harlech Drive,26689281,25,51.580183,-3.066292,0.0760325
Springfield Lane,26689320,25,51.58154,-3.070593,0.3042215
Ridgeway,26714106,25,51.585347,-3.025775,0.1550735
Redbrook Road,26714166,25,51.585928,-3.022938,0.195353
Ridgeway Crescent,26714210,25,51.585991,-3.020109,0.1964535
Enville Road,26714285,25,51.584758,-3.025016,0.704739
Mill Heath,26784667,25,51.614725,-3.021841,0.8027415
Livale Road,26784703,25,51.610771,-3.020878,0.0684645
Wye Crescent,26784713,25,51.610188,-3.023789,0.2852025
Lambourne Way,26784722,25,51.610689,-3.027753,0.2242685
Medlock Crescent,26784725,25,51.61376,-3.026171,0.075593
Cornbrook Road,26784733,25,51.613189,-3.026308,0.0604835
Torridge Road,26784744,25,51.614776,-3.034325,0.197122
Welland Crescent,26784761,25,51.610571,-3.037869,0.1082765
Medway Road,26784767,25,51.612674,-3.037409,0.0134705
Trent Road,26784771,25,51.613843,-3.030526,0.162411
Lambourne Crescent,26784842,25,51.609104,-3.02806,0.2308835
Bettws Hill,26785043,25,51.605943,-3.0333,0.3271595
Shakespeare Crescent,26794228,25,51.572089,-3.018031,0.1978065
Ruskin Rise,26794232,25,51.573517,-3.021064,0.0914025
White Avenue,26794555,25,51.553555,-3.022156,0.0710045
Morgraig Avenue,26794568,25,51.55225,-3.023512,0.103113
Dunraven Drive,26805028,25,51.55199,-3.027858,0.1022445
Cleppa Park,26825637,25,51.56117,-3.039276,0.6690455
Hazell Drive,26825906,25,51.558454,-3.043554,0.198026
Brunel Avenue,26825966,25,51.591777,-3.044477,0.2391
Taliesin Drive,26825974,25,51.593008,-3.046143,0.2958655
Bala Drive,26826049,25,51.595916,-3.04764,0.0711425
Llangorse Drive,26826055,25,51.596462,-3.046892,0.020073
Wood Crescent,26826069,25,51.59821,-3.053737,0.3588085
Gaer Park Hill,26826115,25,51.578267,-3.022981,0.109607
Gaer Park Parade,26826118,25,51.576662,-3.023892,0.025713
Gaer Park Road,26826124,25,51.577744,-3.022987,0.044769
Gaer Park Drive,26826128,25,51.576623,-3.023225,0.046277
Gaer Park Avenue,26826134,25,51.578317,-3.023585,0.0544925
Gaer Park Lane,26826138,25,51.578736,-3.024334,0.163093
Kipling Hill,26826221,25,51.575333,-3.022266,0.254203
Ben Jonson Way,26826233,25,51.576935,-3.020391,0.2118395
Melbourne Way,26826248,25,51.580383,-3.030335,0.188848
Canberra Crescent,26826258,25,51.582805,-3.025152,0.2973325
Vancouver Drive,26826270,25,51.579419,-3.029341,0.050426
Joyce Close,26901701,25,51.576141,-3.023183,0.0790475
Ridgeway Park Road,26901744,25,51.588223,-3.019207,0.0491795
High Cross Lane,26901810,25,51.585273,-3.038032,0.2126245
Ebenezer Drive,26901811,25,51.585251,-3.04768,0.0922585
Tudor Crescent,26901818,25,51.585447,-3.043351,0.2031055
Greenfield Road,26901821,25,51.584181,-3.041991,0.0811535
Hillside Crescent,26901823,25,51.584484,-3.040889,0.217538
Thornbury Park,26901836,25,51.583606,-3.044629,0.36509
Groves Road,26928953,25,51.582708,-3.032596,0.1201205
Western Valley Road,26928995,25,51.578756,-3.036731,0.795691
Tredegar Park View,26929034,25,51.582179,-3.036872,0.000112
Keene Avenue,26929042,25,51.581178,-3.037265,0.04473
Glasllwch Lane,26929069,25,51.579952,-3.035687,0.4080985
Glasllwch View,26929075,25,51.578437,-3.034374,0.389812
Glasllwch Lane,26929080,25,51.581508,-3.031743,0.9797655
Ruskin Avenue,27718109,25,51.5944,-3.052327,0.061504
Church Crescent,28610386,25,51.579448,-3.048815,0.157893
Penylan Close,28610411,25,51.577556,-3.05366,0.0881895
Grosvenor Road,28610434,25,51.580751,-3.059297,0.145133
Channel View,28610445,25,51.57906,-3.057137,0.034722
Caerphilly Close,28610537,25,51.578149,-3.063703,0.160382
Oaklands Park Drive,28610546,25,51.57883,-3.062552,0.0780665
Cwm Cwddy Drive,28610556,25,51.576611,-3.064291,0.511853
Bryn Hedydd,28610590,25,51.57772,-3.062549,0.822999
Parkwood Drive,28610594,25,51.576825,-3.062128,0.1493555
Ruperra Close,28610620,25,51.578654,-3.046337,0.157085
St John's Crescent,28611218,25,51.592604,-3.059942,0.4427735
Meadowlands Drive,29178891,25,51.598108,-3.075108,0.1712155
Camellia Avenue,29178923,25,51.59758,-3.074473,0.268247
Caerphilly Road,29616584,25,51.577441,-3.047783,0.3197275
Gaer Road,29621678,25,51.574722,-3.013138,0.165724
Melfort Road,29622458,25,51.5784,-3.011288,0.0501905
Mendalgief Road,29625458,25,51.571327,-2.992585,0.078153
Fields Park Avenue,30790135,25,51.588908,-3.013986,0.2876085
Pencarn Lane,30790544,25,51.558597,-3.033568,0.00012
Stow Hill,30791272,25,51.582639,-3.003131,0.037638
Stow Park Avenue,30791284,25,51.581156,-3.005435,0.270331
Clifton Road,30791291,25,51.583429,-2.998418,0.321652
Belle Vue Lane,30791396,25,51.580761,-3.000554,0.490198
Waterloo Road,30791407,25,51.57755,-3.005365,0.3157935
Granville Close,32998655,25,51.585141,-3.03945,0.226088
Wern Terrace,32999569,25,51.591533,-3.057439,0.062537
The Uplands,32999609,25,51.592252,-3.057462,0.066924
The Uplands,32999926,25,51.592337,-3.055909,0.1806235
Lily Way,33000363,25,51.594675,-3.065706,0.4265445
Fuscia Way,33000389,25,51.593337,-3.0692,0.081803
Oak Tree Drive,33000435,25,51.596655,-3.069558,0.1162915
Cedar Wood Drive,33000714,25,51.597035,-3.069711,0.1616245
Thornhill Way,33056904,25,51.594287,-3.063729,0.185166
Church Street,33057164,25,51.591913,-3.061923,0.072919
Pontymason Close,33057502,25,51.597451,-3.062178,0.0497695
Croesllanfro Gardens,33057837,25,51.599569,-3.050526,0.00012
Myrtle Drive,33058081,25,51.581745,-3.043865,0.3276695
Tregwilym Road,33058430,25,51.583982,-3.05179,0.3140115
Tone Close,33064159,25,51.61139,-3.030899,0.010652
Tone Road,33064214,25,51.612268,-3.031142,0.033252
Clist Road,33064250,25,51.61121,-3.035928,0.2035325
Welland Circle,33064283,25,51.609267,-3.037601,0.0523355
Humber Road,33064365,25,51.607935,-3.026283,0.16
Crouch Close,33064480,25,51.606896,-3.02895,0.0102585
Lea Close,33127153,25,51.609849,-3.027571,0.118855
Dart Road,33127195,25,51.607476,-3.021696,0.101686
Plym Walk,33127319,25,51.612772,-3.022839,0.0742785
Pugsley Street,34096435,25,51.594661,-2.992993,0.2042175
Church Road,35552278,25,51.592775,-2.984305,5.35E-05
Victoria Avenue,35552386,25,51.591505,-2.975971,0.2166075
Summerhill Avenue,35552558,25,51.593318,-2.977281,0.158503
Albert Avenue,35552584,25,51.591328,-2.978118,0.005153
Fairoak Avenue,35552622,25,51.592882,-2.979636,0.3130615
St. Julian's Road,35553001,25,51.595292,-2.970206,0.4384485
Beechwood Road,35553013,25,51.591946,-2.962797,0.338505
Graig Park Road,35553460,25,51.607993,-3.005007,0.188749
Graig Park Avenue,35553464,25,51.609022,-3.004245,0.1512065
Graig Park Circle,35553470,25,51.606683,-3.006708,0.0305615
Beatty Road,35590738,25,51.597377,-2.929902,0.068818
Oakfield Road,35590742,25,51.586905,-3.007289,0.440726
Ringwood Avenue,35590745,25,51.591945,-2.942994,0.24506
Llanwern Road,35590746,25,51.596667,-2.934131,0.0712425
Ringland Circle,35590748,25,51.594143,-2.933441,0.221273
Blaen-Y-Pant Crescent,36393907,25,51.602217,-3.009724,0.0602835
Caerau Crescent,36566491,25,51.582991,-3.008249,0.2597225
Preston Avenue,36566496,25,51.585415,-3.014861,0.118972
Bryngwyn Road,36566498,25,51.586291,-3.006627,0.2264295
Westfield Road,36566500,25,51.587991,-3.007694,0.460006
Queen's Hill Crescent,36566507,25,51.593579,-3.001613,0.057432
Ridgeway Hill,36566513,25,51.587689,-3.016741,0.0708715
Woodville Road,36566515,25,51.585001,-3.017067,0.2954345
Llanthewy Road,36566523,25,51.584496,-3.00805,0.1086155
Ridgeway Avenue,36566529,25,51.587088,-3.018611,0.12686
Ridgeway Close,36566530,25,51.588941,-3.018782,0.1861845
Llanthewy Road,36567452,25,51.586335,-3.005678,0.0984695
Bryngwyn Road,36588340,25,51.585298,-3.008604,0.0778345
Gold Tops,36588341,25,51.589757,-3.002978,0.0727955
Queensway Meadows,36741749,25,51.573325,-2.94368,0.356868
St. Mark's Crescent,36825748,25,51.590733,-3.004467,0.1750085
Bedford Road,36828882,25,51.589999,-2.986392,0.001064
Harrow Road,36828883,25,51.589191,-2.98635,0
Marlborough Road,36828884,25,51.589227,-2.982799,0.0246265
Rugby Road,36828885,25,51.588233,-2.984179,0.0255355
Eton Road,36828886,25,51.587909,-2.984728,0.055221
Llanwern Street,36828890,25,51.586981,-2.982692,0.0421875
Bishton Street,36828891,25,51.588085,-2.98049,0.000344
Livingstone Place,36828894,25,51.589638,-2.980753,0.0023105
Balmoral Road,36829621,25,51.586539,-2.966551,0.0161575
Oakley Street,36829671,25,51.581751,-2.972375,0.1023925
Conway Road,36830104,25,51.587415,-2.972936,3.80E-05
Friars Road,36832414,25,51.580124,-3.003048,0.5228125
Nash Road,36832655,25,51.578614,-2.956476,0.000459
Stow Park Circle,36875953,25,51.581156,-3.009499,0.745298
Central Avenue,36875957,25,51.576504,-2.945286,0.076284
Lower Dock Street,36875962,25,51.583968,-2.99091,9.50E-05
Ombersley Road,36875980,25,51.583115,-3.013846,0.000112
Bassaleg Road,36875983,25,51.58258,-3.012037,0.2652115
