road,way_id,seq,lat,lon,average_green
Jubilee Way,362799487,3,51.584734,-3.056418,0.00012
Obama Grove,362799490,3,51.58582,-3.057978,0.00012
Park Way,362799491,3,51.587042,-3.061902,0.00012
Obama Grove,362799492,3,51.58509,-3.057338,0.1664455
Ladyhill Court,363387818,3,51.585776,-2.946331,0.046874
Aberthaw Court,363440876,3,51.586233,-2.943965,0.149154
Aberthaw Place,363440877,3,51.585763,-2.944334,0.000112
Henry Wood Walk,363521064,3,51.585982,-2.949844,0.0692185
Hatherleigh,363601854,3,51.591718,-2.956594,0.2451865
Elgar Close,364635020,3,51.589258,-2.945774,0.0539575
Hawarden Road,364745964,3,51.587804,-2.966219,0.0185315
Bethesda Rise,366356374,3,51.591735,-3.053719,0.00012
De Haia Road,366357998,3,51.586018,-3.060987,0.00012
Hurricane Way,366357999,3,51.586471,-3.059371,0.00012
Squires Close,366974443,3,51.592179,-3.047497,0.379337
Squires Gate,366974445,3,51.591899,-3.048414,0.765752
Castle View,367481980,3,51.585713,-3.055821,0.1851915
Silver Fir Square,367694467,3,51.579992,-3.041644,0.22286
Rose Walk,367975806,3,51.594898,-3.076331,0.058575
Viaduct Way,368347178,3,51.580245,-3.046408,0.144194
Viaduct Way,368347179,3,51.580118,-3.047433,0.0468285
Viaduct Close,368347327,3,51.580445,-3.04512,0.061958
Viaduct View,368347328,3,51.579989,-3.04433,0.1105665
Rhymney Way,368351912,3,51.57995,-3.047673,0.473893
Rhymney Way,368351913,3,51.579484,-3.045487,0.101968
Sheridan Close,372178814,3,51.573205,-3.023544,0.063739
East Usk Road,384232734,3,51.59154,-2.990326,0.0006175
Albany Street,398060926,3,51.602152,-2.993028,0.282091
Albany Street,398060927,3,51.601641,-2.993283,0.1650635
Albany Street,398060930,3,51.602402,-2.992819,0.015541
Elgar Avenue,405365524,3,51.588833,-2.944572,0.036493
Elgar Avenue,405365525,3,51.587892,-2.947277,0.1448765
Emlyn Street,407830472,3,51.584927,-2.991196,0.0003465
Obama Grove,410817102,3,51.586089,-3.057524,0.05078
Spitfire Road,410817116,3,51.586173,-3.059071,0.00012
Spitfire Road,413368321,3,51.586091,-3.059867,0.00012
Ingot Drive,413372669,3,51.585427,-3.059894,0.00012
Noral Place,413372673,3,51.586362,-3.060557,0.00012
East Dock Road,417275231,3,51.580697,-2.984253,0.1331875
East Dock Road,417275240,3,51.58088,-2.984763,0.135763
Capel Dewi Hall Road,427459416,3,51.572869,-3.003154,0.00012
Tamar Valley Close,427459417,3,51.573398,-3.00286,0.00012
East Way Road,434896480,3,51.569371,-2.98863,0.0113135
Lloyd Street,1881588,4,51.580682,-2.962953,0.0005945
Western Avenue,2372923,4,51.583823,-3.033939,0.3561875
Spytty Road,4209081,4,51.576851,-2.949375,0.16177
Ringland Way,4209089,4,51.598109,-2.926229,0.418097
Heidenheim Drive,4379535,4,51.591737,-2.996818,0.48802
Spytty Road,4811058,4,51.575213,-2.954784,0.067202
Usk Way,4811059,4,51.574807,-2.984179,0.069502
Spytty Road,4811094,4,51.57625,-2.95057,0.242285
Spytty Road,4811095,4,51.575563,-2.953605,0.3116735
Chepstow Road,4811152,4,51.591221,-2.989921,0.011533
The Coldra,4811153,4,51.59924,-2.933529,0.182545
Queen's Hill,4812083,4,51.594723,-2.99815,0.289492
Pentonville,4812098,4,51.590276,-2.999388,0.093259
Fields Road,4812100,4,51.588523,-3.007968,0.0971325
Clytha Park Road,4812109,4,51.588413,-3.007366,0.419813
Fields Park Road,4812174,4,51.589515,-3.006842,0.1544875
Edward VII Avenue,4812193,4,51.586999,-3.010961,0.349354
Glasllwch Crescent,4812569,4,51.584358,-3.0344,0.210205
Forge Road,4989422,4,51.576994,-3.04483,0.1646095
Caerleon Road,5061893,4,51.602105,-2.980043,0.1525315
Caerleon Road,5061895,4,51.602305,-2.980267,0.373181
Pillmawr Road,5061993,4,51.611329,-2.996519,0.587825
Chepstow Road,5062054,4,51.589648,-2.976949,0.0410475
George Street Bridge,5086659,4,51.582878,-2.988132,0.230238
Wharf Road,5086660,4,51.589507,-2.977594,0.1238635
Cardiff Road,5086661,4,51.578116,-3.000762,0.308273
Cardiff Road,5086662,4,51.568807,-3.017697,0.09835
George Street Bridge,5086664,4,51.585876,-2.981902,0.160033
Cardiff Road,5086668,4,51.570641,-3.014255,0.021566
Cardiff Road,5086669,4,51.572379,-3.012856,0.319573
Cardiff Road,5086670,4,51.580568,-2.99448,0.2186045
Cardiff Road,5086671,4,51.572854,-3.012313,0.2274425
Cardiff Road,5086673,4,51.578587,-2.997843,0.341543
Cardiff Road,5086675,4,51.570139,-3.014773,0.0584135
Cardiff Road,5086676,4,51.58018,-2.995088,0.2254
George Street,5086677,4,51.582748,-2.988843,0.0858205
Cardiff Road,5086678,4,51.578228,-3.000047,0.2493595
Cardiff Road,5086679,4,51.568997,-3.017001,0.024193
Glasllwch Crescent,6187370,4,51.585717,-3.036072,0.1252245
Cefn Road,6187446,4,51.591887,-3.052232,0.000112
Chartist Drive,6187542,4,51.591133,-3.051502,0.6776695
Corporation Road,7938136,4,51.569452,-2.969616,0.5512415
Stephenson Street,7938151,4,51.569806,-2.969917,0.298645
Stephenson Street,7938165,4,51.571018,-2.987274,0.007821
Risca Road,7938482,4,51.58415,-3.027405,0.2088185
Kingsway,7938521,4,51.584076,-2.991844,0.0895215
Parret Close,8018430,4,51.611016,-3.017546,0.1698085
The Griffin,8025708,4,51.576818,-3.050161,0.4830955
Laurel Road,8025721,4,51.579539,-3.061559,0.172694
Duffryn Drive,8025725,4,51.559548,-3.02421,0.533318
Duffryn Way,8025739,4,51.557161,-3.01865,0.2475735
Tredegar House Drive,8025746,4,51.556986,-3.019224,0.000112
Chepstow Road,8122263,4,51.603413,-2.920564,0.3187845
Newport Bridge,8237774,4,51.590111,-2.994963,0.132079
Somerton Road,8240245,4,51.587995,-2.962784,0.0137585
Clarence Place,22876525,4,51.591176,-2.990642,0.0013865
Malpas Road,23404701,4,51.605788,-3.008858,0.181553
Shaftesbury Street,23452355,4,51.59676,-2.998698,0.2051
Royal Oak Hill,23711596,4,51.598693,-2.93978,0.1974935
Royal Oak Hill,23711598,4,51.598172,-2.93964,0.5385825
Magor Road,25060641,4,51.608313,-2.893814,0.3332425
Docks Way,25696020,4,51.571606,-2.996042,0.203379
Greenwich Road,25696022,4,51.568859,-3.003147,0.608352
Wells Close,25696158,4,51.5712,-3.021179,0.065116
Hardy Close,25696159,4,51.571649,-3.020804,0.148568
Cardiff Road,25696229,4,51.581029,-2.993556,0.1055885
Cats Ash Road,26258569,4,51.603729,-2.910295,0.372589
Old Roman Road,26306517,4,51.612694,-2.887055,0.868715
Robin Hood Lane,26306520,4,51.612839,-2.892141,0.7455465
Pentre-tai Road,26689238,4,51.580311,-3.068529,0.296073
Harlech Drive,26689281,4,51.58073,-3.06805,0.146577
Chapel Terrace,26689298,4,51.580717,-3.067522,0.30707
Springfield Road,26689309,4,51.581064,-3.069105,0.109889
Springfield Lane,26689320,4,51.581186,-3.07244,0.0472545
Ridgeway,26714106,4,51.584468,-3.02743,0.4095475
Redbrook Road,26714166,4,51.585069,-3.021276,0.141226
Ridgeway Grove,26714182,4,51.586122,-3.02262,0.4329505
Ridgeway Crescent,26714210,4,51.586284,-3.021787,0.273096
Ridgeway Court,26714219,4,51.586502,-3.020308,0.0625135
Enville Road,26714285,4,51.585911,-3.023528,0.20186
Enville Close,26714287,4,51.584456,-3.024925,0.124061
Nant Coch Drive,26714302,4,51.585159,-3.023868,0.061272
Mill Heath,26784667,4,51.614397,-3.023397,0.098827
Livale Road,26784703,4,51.609864,-3.01924,0.106222
Wye Crescent,26784713,4,51.609015,-3.022456,0.2167235
Lambourne Way,26784722,4,51.608952,-3.027021,0.3107205
Medlock Crescent,26784725,4,51.612608,-3.024938,0.1801965
Itchen Road,26784731,4,51.613392,-3.028644,0.0326695
Cornbrook Road,26784733,4,51.613512,-3.028179,0.091505
Torridge Road,26784744,4,51.613301,-3.035466,0.0346545
Welland Crescent,26784761,4,51.609702,-3.036512,0.0586245
Medway Road,26784767,4,51.611619,-3.037779,0.140519
Exe Road,26784769,4,51.613276,-3.032858,0.055094
Trent Road,26784771,4,51.613192,-3.032308,0.18614
Pentwyn Lane,26784796,4,51.614423,-3.027415,0.2337475
Lambourne Crescent,26784842,4,51.608237,-3.029302,0.1586695
Ogmore Crescent,26784868,4,51.60654,-3.034662,0.0442005
Groes Road,26784946,4,51.59757,-3.049989,0.0920985
Cefn Walk,26785006,4,51.58988,-3.043176,0.041797
Bettws Hill,26785043,4,51.605849,-3.035154,0.89661
Shakespeare Crescent,26794228,4,51.573396,-3.016782,0.221499
Ruskin Rise,26794232,4,51.572102,-3.019929,0.277931
Marlowe Gardens,26794235,4,51.572246,-3.020798,0.3837415
White Avenue,26794555,4,51.553831,-3.024035,0.04099
Morgraig Avenue,26794568,4,51.553452,-3.02478,0.000112
Grosmont Way,26794584,4,51.553513,-3.026444,0.2714685
South Lake Drive,26795087,4,51.555641,-3.032009,0.094508
North Lake Drive,26795088,4,51.556379,-3.032803,0.15689
Chirk Close,26805023,4,51.553468,-3.027113,0.14728
Bronllys Grove,26805024,4,51.551031,-3.025814,0.024198
Longtown Grove,26805026,4,51.552235,-3.022898,0.1127185
Dunraven Drive,26805028,4,51.552951,-3.026797,0.1455235
Powis Close,26805030,4,51.552418,-3.027797,0.028798
Powis Close,26805032,4,51.552624,-3.028339,0.103678
Lakeside Drive,26825573,4,51.560399,-3.037096,0.112848
Cleppa Park,26825623,4,51.561199,-3.036284,0.3117335
Cleppa Park,26825634,4,51.561678,-3.036865,0.3220705
Cleppa Park,26825637,4,51.5612,-3.037378,0.37979
Hazell Drive,26825906,4,51.557549,-3.04522,0.00012
Brunel Avenue,26825966,4,51.591627,-3.042609,0.567942
Taliesin Close,26825968,4,51.593093,-3.047863,0.047079
Taliesin Drive,26825974,4,51.592103,-3.044481,0.183057
Stevenson Close,26826008,4,51.594015,-3.049189,0.1755955
Jessop Close,26826011,4,51.591111,-3.045528,0.1218685
Hawksmoor Close,26826028,4,51.592033,-3.045782,0.0861825
Brunel Avenue,26826032,4,51.591348,-3.046896,0.0594875
Squires Gate,26826038,4,51.592827,-3.050351,0.1329395
Squires Gate,26826041,4,51.592465,-3.049605,0.4692505
Squires Gate,26826043,4,51.592321,-3.048414,0.1693185
Squires Gate,26826044,4,51.591554,-3.047852,0.22782
Bala Drive,26826049,4,51.597194,-3.04896,0.106754
Llangorse Drive,26826055,4,51.597187,-3.048515,0.183452
Wood Crescent,26826069,4,51.596891,-3.054178,0.2826795
Gaer Park Hill,26826115,4,51.577289,-3.021356,0.2366635
Gaer Park Parade,26826118,4,51.577637,-3.025518,0.289575
Gaer Park Road,26826124,4,51.576719,-3.024582,0.053893
Gaer Park Drive,26826128,4,51.575585,-3.024812,0.106775
Gaer Park Avenue,26826134,4,51.577288,-3.025178,0.000112
Gaer Park Lane,26826138,4,51.579781,-3.022752,0.347239
Jane Austen Close,26826161,4,51.572074,-3.019569,0.476273
Burns Close,26826173,4,51.571829,-3.021853,0.2340345
Dickens Drive,26826189,4,51.572951,-3.02186,0.0628125
Kipling Hill,26826221,4,51.575505,-3.020378,0.3733055
Shaw Grove,26826229,4,51.573959,-3.0216,0.0385485
Pepys Grove,26826232,4,51.574442,-3.02279,0.190011
Ben Jonson Way,26826233,4,51.575676,-3.021784,0.0371495
Melbourne Way,26826248,4,51.579589,-3.032056,0.2442885
Canberra Crescent,26826258,4,51.582163,-3.026748,0.3298525
Hobart Close,26826265,4,51.582887,-3.024798,0.2587025
Vancouver Drive,26826270,4,51.578697,-3.03109,0.176312
Chartist Drive,26826279,4,51.586116,-3.052213,0.212931
Joyce Close,26901701,4,51.575039,-3.024712,0.182632
Collins Close,26901705,4,51.574397,-3.024105,0.2421265
Cowper Close,26901706,4,51.573866,-3.024352,0.0847865
Hazlitt Close,26901711,4,51.57255,-3.019674,0.256327
Scott Close,26901713,4,51.572144,-3.022078,0.225408
Lamb Close,26901715,4,51.572603,-3.022698,0.1642735
Macaulay Gardens,26901718,4,51.57251,-3.021274,0.000112
Goldsmith Close,26901729,4,51.572961,-3.019947,0.305425
Ridgeway Park Road,26901744,4,51.587472,-3.020937,0.1014145
Pye Corner,26901806,4,51.579255,-3.037788,0.5373595
Tregwilym Road,26901808,4,51.585746,-3.051699,0.5985315
High Cross Lane,26901810,4,51.58643,-3.0374,0.2327405
Ebenezer Drive,26901811,4,51.584296,-3.04891,0.6966015
Tudor Crescent,26901818,4,51.584583,-3.045037,0.2455495
Ty-Du View,26901819,4,51.586364,-3.042521,0.2140175
Tudor Crescent,26901820,4,51.586046,-3.042806,0.1170715
Greenfield Road,26901821,4,51.584939,-3.043731,0.2303575
Hillside Crescent,26901823,4,51.585323,-3.042554,0.10725
High Cross Close,26901825,4,51.581909,-3.040639,0.0867525
Thornbury Park,26901835,4,51.584367,-3.046212,0.3730125
Thornbury Park,26901836,4,51.584337,-3.04638,0.2220115
Thornbury Park,26901866,4,51.58509,-3.048205,0.550917
Tregwilym Walk,26901870,4,51.583861,-3.048356,0.447942
Tregwilym Walk,26901871,4,51.583396,-3.0467,0.2063895
Groves Road,26928953,4,51.583263,-3.033779,0.2622035
Wellington Road,26928971,4,51.580098,-3.030202,0.496542
Auckland Road,26928973,4,51.579657,-3.031143,0.2776685
Western Valley Road,26928995,4,51.579907,-3.03815,0.1742605
Tredegar Park View,26929034,4,51.583034,-3.038548,0.084486
Christina Crescent,26929036,4,51.58241,-3.038014,0.354125
Keene Avenue,26929042,4,51.581853,-3.039026,0.2685605
Blackbird Close,26929049,4,51.581345,-3.038441,0.0416185
Glasllwch Lane,26929069,4,51.578435,-3.036115,0.5531055
Glasllwch View,26929075,4,51.579662,-3.035516,0.1969825
Glasllwch Lane,26929080,4,51.580904,-3.033538,0.7964245
Ruskin Avenue,27718109,4,51.593505,-3.050677,0.442257
Ffos-y-Fran,28610342,4,51.577099,-3.056703,0.4772095
Church Crescent,28610386,4,51.57853,-3.047254,0.0278885
Laurel Road,28610388,4,51.578461,-3.047498,0.104069
Highfield Road,28610394,4,51.578409,-3.050244,0.3858825
St Basils Crescent,28610396,4,51.578035,-3.050084,0.198783
Fort View,28610402,4,51.578601,-3.05124,0.0712575
Graig Close,28610405,4,51.579441,-3.05196,0.1463415
Penylan Close,28610411,4,51.57884,-3.052358,0.1663845
Grosvenor Road,28610434,4,51.580079,-3.061031,0.1863685
Russell Close,28610435,4,51.580576,-3.057285,0.2852515
Berkley Road,28610439,4,51.579902,-3.057851,0.154987
Channel View,28610445,4,51.579945,-3.055459,0.085875
Foxwood Close,28610446,4,51.579051,-3.056499,0.2213585
Woodland Drive,28610453,4,51.579428,-3.055756,0.048716
Laurel Road,28610485,4,51.578774,-3.049444,0.0941125
Garth Close,28610486,4,51.578739,-3.053532,0.0979505
Highfield Lane,28610506,4,51.577328,-3.055578,0.383558
Highfield Gardens,28610508,4,51.577627,-3.055281,0.2632115
Caerphilly Close,28610537,4,51.578916,-3.065405,0.000112
Oaklands Park Drive,28610546,4,51.578668,-3.064423,0.091709
Pen y Groes Grove,28610560,4,51.574952,-3.062093,0.19567
Pant Glas Court,28610566,4,51.575017,-3.059928,0.199486
Cwm Dylan Close,28610572,4,51.5755,-3.062705,0.169756
Sunnybank,28610576,4,51.575658,-3.061059,0.1601505
Pensidan View,28610579,4,51.576399,-3.05935,0.376564
Ty Coch Close,28610587,4,51.576679,-3.058674,0.3310815
Bryn Hedydd,28610590,4,51.577495,-3.064435,0.399668
Parkwood Drive,28610594,4,51.576484,-3.063859,0.2977955
Fairoak Grove,28610607,4,51.577002,-3.05948,0.1025695
Ruperra Close,28610620,4,51.57877,-3.046941,0.000112
Park View Gardens,28610644,4,51.578217,-3.040666,0.1205515
The Uplands,28611152,4,51.593882,-3.058569,0.0440075
Ifor Hael Road,28611160,4,51.592616,-3.057409,0.286371
St John's Crescent,28611218,4,51.594157,-3.060653,0.416947
Tregwilym Road,28611270,4,51.585016,-3.054317,0.5977675
Chartist Drive,28611301,4,51.585627,-3.052752,0.363923
Meadowlands Drive,29178867,4,51.596318,-3.077422,0.4865
Meadowlands Drive,29178891,4,51.597146,-3.076733,0.3325645
Camellia Avenue,29178923,4,51.596123,-3.073591,0.2793775
Bluebell Way,29178932,4,51.595965,-3.072385,0.205719
Delphinium Road,29178937,4,51.598556,-3.073365,0.0896705
Jasmine Close,29178938,4,51.597871,-3.072813,0.1198105
Burberry Close,29178943,4,51.598403,-3.073955,0.0768235
Gerbera Drive,29178948,4,51.596779,-3.074146,0.04053
Daffodil Lane,29178964,4,51.597306,-3.074699,0.159651
Daffodil Lane,29178998,4,51.597118,-3.075851,0.1068765
Cowshed Lane,29616173,4,51.576184,-3.053225,0.365234
Caerphilly Road,29616584,4,51.577147,-3.049657,0.388766
Park View,29618116,4,51.577749,-3.041146,0.462435
Gaer Road,29621678,4,51.573534,-3.011663,0.2203885
Melfort Road,29622458,4,51.579558,-3.009815,0.4124765
Maesglas Road,29624634,4,51.567463,-3.007063,0.259435
Watch House Parade,29625399,4,51.570291,-2.990353,0.034463
Mendalgief Road,29625458,4,51.570256,-2.991069,0.000112
Watch House Parade,29625868,4,51.571006,-2.988289,0.000112
Fields Park Avenue,30790135,4,51.587708,-3.014844,0.315347
Stow Hill,30791272,4,51.582769,-3.005025,0.0189795
Havelock Street,30791281,4,51.585546,-2.997286,0.059629
Stow Park Avenue,30791284,4,51.579701,-3.004244,0.3590515
Clifton Road,30791291,4,51.582967,-3.000191,0.119304
Mountjoy Place,30791364,4,51.580692,-2.993176,0.174996
Belle Vue Lane,30791396,4,51.582356,-3.000829,0.01869
Waterloo Road,30791407,4,51.579061,-3.004252,0.3335685
Traston Road,30791673,4,51.566558,-2.96937,0.4159605
Caerleon Road,30953832,4,51.60322,-2.978766,0.3193605
Reservoir Close,32998419,4,51.585526,-3.043908,0.414203
Reservoir Close,32998526,4,51.58585,-3.043821,0.242887
Granville Close,32998655,4,51.585125,-3.040477,0.145151
Granville Close,32998667,4,51.584513,-3.039149,0.320778
Wern Terrace,32999569,4,51.59153,-3.05933,0.4220925
The Uplands,32999609,4,51.591983,-3.059337,0.08063
The Uplands,32999926,4,51.593862,-3.057018,0.149288
Rivermead Way,33000304,4,51.595576,-3.073319,0.1806765
Rivermead Way,33000330,4,51.595028,-3.069882,0.0737325
Lily Way,33000363,4,51.594957,-3.067524,0.0555935
Fuscia Way,33000389,4,51.59457,-3.070368,0.1513285
Oak Tree Drive,33000435,4,51.595494,-3.070447,0.7835995
Cedar Wood Drive,33000714,4,51.59804,-3.07109,0.216582
Thornhill Way,33056904,4,51.595336,-3.064133,0.0986695
Park Avenue,33056963,4,51.591591,-3.060049,0.000112
Court Gardens,33057142,4,51.593677,-3.062195,0.034696
Church Street,33057164,4,51.590883,-3.060332,0.0535365
Narcissus Grove,33057186,4,51.593077,-3.06517,0.000112
Narcissus Grove,33057203,4,51.5929,-3.064577,0.04395
Broom Close,33057335,4,51.593629,-3.066704,0.408417
Rivermead Way,33057365,4,51.595484,-3.067397,0.138485
Acorn Close,33057403,4,51.594993,-3.056524,0.394584
Pontymason Close,33057502,4,51.596526,-3.063328,0.0496695
Great Oaks Park,33057531,4,51.596267,-3.060098,0.110653
Pontymason Court,33057660,4,51.596898,-3.063245,0.000112
Acorn Close,33057711,4,51.595465,-3.056169,0.2926625
Fairway Close,33057798,4,51.598706,-3.052515,0.199635
Mountford Close,33057805,4,51.598645,-3.051361,0.138418
Croesllanfro Gardens,33057837,4,51.598301,-3.049397,0.4733085
Myrtle Drive,33058081,4,51.582509,-3.045595,0.8618345
Veronica Close,33058106,4,51.580741,-3.041393,0.119392
Hydrangea Close,33058272,4,51.580179,-3.041993,0.2274855
Tregwilym Road,33058430,4,51.584646,-3.053566,0.295049
Tone Close,33064159,4,51.612729,-3.029908,0.160455
Tone Road,33064214,4,51.611416,-3.03187,0.113729
Monnow Walk,33064224,4,51.611213,-3.034278,0.0802305
Clist Road,33064250,4,51.61048,-3.037519,0.016975
Welland Circle,33064283,4,51.610104,-3.038207,0.067627
Derwent Court,33064291,4,51.60875,-3.03642,0.2213745
Monnow Walk,33064308,4,51.609042,-3.03576,0.421599
Darent Close,33064334,4,51.608362,-3.035529,0.1204855
Darent Road,33064338,4,51.60783,-3.035232,0.0283835
Helford Square,33064342,4,51.611667,-3.03338,0.011509
Humber Road,33064365,4,51.608058,-3.028166,0.20291
Humber Close,33064368,4,51.607566,-3.025688,0.0701245
Yeo Road,33064411,4,51.608262,-3.026049,0.6465795
Yeo Close,33064445,4,51.607578,-3.02654,0.12954
Crouch Close,33064480,4,51.606497,-3.030749,0.072272
Rother Close,33064688,4,51.613795,-3.03167,0.0256505
Weare Close,33065077,4,51.612937,-3.034773,0.168517
Medway Close,33065140,4,51.614313,-3.033029,0.122859
Lea Close,33127153,4,51.609353,-3.029404,0.0836085
Blackwater Close,33127169,4,51.610406,-3.027997,0.1638575
Elan Close,33127183,4,51.608382,-3.021718,0.17853
Dart Road,33127195,4,51.608221,-3.023238,0.000112
Tamar Close,33127225,4,51.60914,-3.020776,0.1127975
Avon Close,33127237,4,51.609323,-3.021628,0.1549585
Plym Walk,33127319,4,51.612628,-3.024563,0.320924
Medlock Close,33127329,4,51.6133,-3.024768,0.143635
Itchen Close,33127353,4,51.613625,-3.028903,0.120199
Roding Close,33127370,4,51.606931,-3.033844,0.304116
Tyne Close,33127390,4,51.606857,-3.032945,0.054722
Chelmer Close,33127404,4,51.606561,-3.035805,0.0915845
Great Oaks Park,33158210,4,51.595439,-3.059163,0.151409
Bethesda Place,33158485,4,51.593001,-3.054204,0.9414855
Wheeler Street,34096431,4,51.596104,-2.993736,0.1996825
Wheeler Street,34096433,4,51.59539,-2.993651,0.4258045
Wyndham Street,34096434,4,51.593292,-2.995159,0.325138
Pugsley Street,34096435,4,51.593528,-2.994512,0.34469
Nash Close,35486263,4,51.59296,-3.046757,0.1589835
